GAME_ID,GAME_DATE,TOTAL_POINTS,TEAMS,TEAM_RESULTS
2022300357,2024-03-02,242,"['SLC', 'STO']","['W', 'L']"
2022300358,2024-03-02,235,"['SBL', 'TEX']","['L', 'W']"
2022300359,2024-03-03,235,"['WES', 'MCC']","['L', 'W']"
2022300360,2024-03-03,181,"['GLI', 'CPS']","['L', 'W']"
2022300361,2024-03-03,239,"['BHM', 'CCG']","['W', 'L']"
2022300362,2024-03-03,218,"['WCB', 'CLC']","['L', 'W']"
2022300363,2024-03-03,217,"['GRG', 'GBO']","['W', 'L']"
2022300364,2024-03-03,220,"['DEL', 'OSC']","['L', 'W']"
2022300365,2024-03-03,231,"['MXC', 'SCW']","['W', 'L']"
2022300366,2024-03-03,222,"['MHU', 'RCR']","['W', 'L']"
2022300367,2024-03-04,217,"['SCW', 'MXC']","['W', 'L']"
2022300368,2024-03-04,248,"['MHU', 'RCR']","['L', 'W']"
2022300369,2024-03-04,233,"['IWA', 'ONT']","['L', 'W']"
2022300370,2024-03-05,214,"['CCG', 'MCC']","['W', 'L']"
2022300371,2024-03-05,249,"['OKL', 'SXF']","['W', 'L']"
2022300372,2024-03-05,207,"['DEL', 'CPS']","['W', 'L']"
2022300373,2024-03-05,216,"['GBO', 'GRG']","['W', 'L']"
2022300374,2024-03-05,237,"['GLI', 'LIN']","['L', 'W']"
2022300375,2024-03-05,228,"['OSC', 'MNE']","['L', 'W']"
2022300376,2024-03-05,267,"['SLC', 'TEX']","['W', 'L']"
2022300377,2024-03-05,216,"['IWA', 'SBL']","['L', 'W']"
2022300378,2024-03-06,247,"['WES', 'LIN']","['L', 'W']"
2022300379,2024-03-06,195,"['AUS', 'SCW']","['L', 'W']"
2022300380,2024-03-06,219,"['WCB', 'RGV']","['W', 'L']"
2022300381,2024-03-07,220,"['FWN', 'RAP']","['L', 'W']"
2022300382,2024-03-07,243,"['TEX', 'SLC']","['L', 'W']"
2022300383,2024-03-07,254,"['ONT', 'IWA']","['W', 'L']"
2022300384,2024-03-07,239,"['SBL', 'MHU']","['W', 'L']"
2022300385,2024-03-07,232,"['STO', 'MXC']","['W', 'L']"
2022300386,2024-03-08,234,"['CCG', 'LIN']","['L', 'W']"
2022300387,2024-03-08,232,"['CPS', 'OSC']","['L', 'W']"
2022300388,2024-03-08,243,"['FWN', 'RAP']","['W', 'L']"
2022300389,2024-03-08,206,"['GBO', 'BHM']","['L', 'W']"
2022300390,2024-03-08,225,"['RGV', 'WCB']","['W', 'L']"
2022300391,2024-03-08,216,"['MXC', 'STO']","['L', 'W']"
2022300392,2024-03-09,200,"['OSC', 'CPS']","['W', 'L']"
2022300393,2024-03-09,202,"['MCC', 'CLC']","['W', 'L']"
2022300394,2024-03-09,210,"['WIS', 'GRG']","['W', 'L']"
2022300395,2024-03-09,240,"['MHU', 'SBL']","['L', 'W']"
2022300396,2024-03-10,217,"['RGV', 'SCW']","['L', 'W']"
2022300397,2024-03-10,217,"['GBO', 'FWN']","['W', 'L']"
2022300398,2024-03-10,215,"['AUS', 'WCB']","['W', 'L']"
2022300399,2024-03-10,227,"['LIN', 'BHM']","['W', 'L']"
2022300400,2024-03-10,260,"['SXF', 'SLC']","['L', 'W']"
2022300401,2024-03-10,226,"['ONT', 'WES']","['W', 'L']"
2022300402,2024-03-10,244,"['RCR', 'TEX']","['L', 'W']"
2022300403,2024-03-10,233,"['IWA', 'STO']","['L', 'W']"
2022300404,2024-03-11,223,"['MNE', 'DEL']","['W', 'L']"
2022300405,2024-03-11,236,"['OSC', 'RAP']","['W', 'L']"
2022300406,2024-03-11,247,"['SBL', 'WES']","['L', 'W']"
2022300407,2024-03-12,177,"['GBO', 'CLC']","['W', 'L']"
2022300408,2024-03-12,258,"['LIN', 'BHM']","['W', 'L']"
2022300409,2024-03-12,268,"['SLC', 'WIS']","['W', 'L']"
2022300410,2024-03-12,220,"['STO', 'ONT']","['W', 'L']"
2022300411,2024-03-12,201,"['CPS', 'FWN']","['L', 'W']"
2022300412,2024-03-12,192,"['MXC', 'SXF']","['L', 'W']"
2022300413,2024-03-12,260,"['IWA', 'OKL']","['L', 'W']"
2022300414,2024-03-12,188,"['WCB', 'GRG']","['W', 'L']"
2022300415,2024-03-12,243,"['TEX', 'RCR']","['L', 'W']"
2022300416,2024-03-12,227,"['RGV', 'SCW']","['L', 'W']"
2022300417,2024-03-13,235,"['DEL', 'MNE']","['L', 'W']"
2022300418,2024-03-13,213,"['OSC', 'RAP']","['L', 'W']"
2022300419,2024-03-13,233,"['OKL', 'IWA']","['W', 'L']"
2022300420,2024-03-13,218,"['WES', 'SBL']","['L', 'W']"
2022300421,2024-03-14,174,"['GBO', 'MNE']","['W', 'L']"
2022300422,2024-03-14,226,"['MXC', 'SXF']","['W', 'L']"
2022300423,2024-03-14,228,"['AUS', 'TEX']","['W', 'L']"
2022300424,2024-03-14,211,"['GRG', 'WCB']","['L', 'W']"
2022300425,2024-03-14,212,"['ONT', 'RGV']","['L', 'W']"
2022300426,2024-03-15,222,"['CLC', 'RAP']","['W', 'L']"
2022300427,2024-03-15,258,"['BHM', 'DEL']","['L', 'W']"
2022300428,2024-03-15,240,"['LIN', 'OSC']","['L', 'W']"
2022300429,2024-03-15,197,"['OKL', 'MHU']","['W', 'L']"
2022300430,2024-03-15,192,"['WCB', 'CPS']","['W', 'L']"
2022300431,2024-03-15,215,"['WIS', 'MCC']","['L', 'W']"
2022300432,2024-03-15,228,"['RCR', 'SBL']","['W', 'L']"
2022300433,2024-03-15,190,"['SCW', 'GLI']","['W', 'L']"
2022300434,2024-03-16,225,"['SLC', 'GRG']","['W', 'L']"
2022300435,2024-03-16,226,"['BHM', 'DEL']","['W', 'L']"
2022300436,2024-03-16,242,"['OSC', 'LIN']","['W', 'L']"
2022300437,2024-03-16,214,"['MXC', 'IWA']","['W', 'L']"
2022300438,2024-03-16,204,"['WIS', 'MCC']","['L', 'W']"
2022300439,2024-03-16,219,"['ONT', 'RGV']","['W', 'L']"
2022300440,2024-03-16,238,"['GLI', 'SCW']","['L', 'W']"
2022300441,2024-03-16,215,"['CCG', 'AUS']","['L', 'W']"
2022300442,2024-03-17,207,"['MNE', 'GBO']","['W', 'L']"
2022300443,2024-03-17,242,"['MHU', 'OKL']","['L', 'W']"
2022300444,2024-03-17,232,"['CCG', 'AUS']","['L', 'W']"
2022300445,2024-03-17,243,"['RAP', 'CLC']","['L', 'W']"
2022300446,2024-03-17,239,"['IWA', 'MXC']","['L', 'W']"
2022300447,2024-03-17,187,"['SXF', 'CPS']","['W', 'L']"
2022300448,2024-03-17,210,"['RCR', 'STO']","['L', 'W']"
2022300449,2024-03-18,223,"['DEL', 'FWN']","['L', 'W']"
2022300450,2024-03-18,224,"['TEX', 'MCC']","['W', 'L']"
2022300451,2024-03-19,236,"['SLC', 'GRG']","['W', 'L']"
2022300452,2024-03-19,240,"['RAP', 'WES']","['L', 'W']"
2022300453,2024-03-19,260,"['BHM', 'OSC']","['L', 'W']"
2022300454,2024-03-19,228,"['SXF', 'MHU']","['W', 'L']"
2022300455,2024-03-19,200,"['AUS', 'RGV']","['L', 'W']"
2022300456,2024-03-19,212,"['ONT', 'RCR']","['L', 'W']"
2022300457,2024-03-20,216,"['LIN', 'FWN']","['W', 'L']"
2022300458,2024-03-20,236,"['CCG', 'WIS']","['L', 'W']"
2022300459,2024-03-21,225,"['FWN', 'LIN']","['W', 'L']"
2022300460,2024-03-21,240,"['MNE', 'WES']","['W', 'L']"
2022300461,2024-03-21,230,"['DEL', 'MCC']","['W', 'L']"
2022300462,2024-03-21,245,"['AUS', 'MXC']","['L', 'W']"
2022300463,2024-03-21,301,"['OSC', 'BHM']","['W', 'L']"
2022300464,2024-03-21,209,"['CLC', 'MHU']","['L', 'W']"
2022300465,2024-03-21,242,"['RGV', 'SBL']","['W', 'L']"
2022300466,2024-03-21,213,"['RCR', 'ONT']","['W', 'L']"
2022300467,2024-03-21,253,"['STO', 'SCW']","['W', 'L']"
2022300468,2024-03-22,236,"['WCB', 'CCG']","['L', 'W']"
2022300469,2024-03-22,223,"['GBO', 'OKL']","['W', 'L']"
2022300470,2024-03-22,228,"['GLI', 'SLC']","['L', 'W']"
2022300471,2024-03-23,190,"['RAP', 'WIS']","['L', 'W']"
2022300472,2024-03-23,207,"['GBO', 'OKL']","['L', 'W']"
2022300473,2024-03-23,193,"['GRG', 'MCC']","['L', 'W']"
2022300474,2024-03-23,213,"['RCR', 'AUS']","['L', 'W']"
2022300475,2024-03-23,215,"['SXF', 'CLC']","['W', 'L']"
2022300476,2024-03-23,207,"['SCW', 'STO']","['L', 'W']"
2022300477,2024-03-23,223,"['RGV', 'SBL']","['W', 'L']"
2022300478,2024-03-23,189,"['TEX', 'ONT']","['W', 'L']"
2022300479,2024-03-23,215,"['GLI', 'SLC']","['L', 'W']"
2022300480,2024-03-24,220,"['WCB', 'CCG']","['L', 'W']"
2022300481,2024-03-24,220,"['LIN', 'DEL']","['W', 'L']"
2022300482,2024-03-24,224,"['SXF', 'CLC']","['W', 'L']"
2022300483,2024-03-24,221,"['TEX', 'ONT']","['W', 'L']"
2022300484,2024-03-24,216,"['RCR', 'AUS']","['L', 'W']"
2022300485,2024-03-25,264,"['OSC', 'IWA']","['L', 'W']"
2022300486,2024-03-25,215,"['GBO', 'WES']","['L', 'W']"
2022300487,2024-03-25,239,"['MXC', 'RGV']","['L', 'W']"
2022300488,2024-03-25,202,"['GLI', 'SBL']","['L', 'W']"
2022300489,2024-03-26,239,"['MNE', 'CPS']","['W', 'L']"
2022300490,2024-03-26,221,"['GRG', 'LIN']","['L', 'W']"
2022300491,2024-03-26,235,"['MHU', 'STO']","['W', 'L']"
2022300492,2024-03-26,221,"['SLC', 'AUS']","['W', 'L']"
2022300493,2024-03-27,238,"['DEL', 'CCG']","['L', 'W']"
2022300494,2024-03-27,218,"['MCC', 'RAP']","['L', 'W']"
2022300495,2024-03-27,202,"['WES', 'GBO']","['W', 'L']"
2022300496,2024-03-27,214,"['OKL', 'BHM']","['W', 'L']"
2022300497,2024-03-27,201,"['WCB', 'CLC']","['L', 'W']"
2022300498,2024-03-27,266,"['OSC', 'IWA']","['W', 'L']"
2022300499,2024-03-27,222,"['FWN', 'WIS']","['L', 'W']"
2022300500,2024-03-27,204,"['MXC', 'RGV']","['W', 'L']"
2022300501,2024-03-27,237,"['SBL', 'SCW']","['W', 'L']"
2022300502,2024-03-28,254,"['CPS', 'MNE']","['W', 'L']"
2022300503,2024-03-28,191,"['CLC', 'GRG']","['W', 'L']"
2022300504,2024-03-28,245,"['TEX', 'OKL']","['L', 'W']"
2022300505,2024-03-28,215,"['ONT', 'GLI']","['W', 'L']"
2022300506,2024-03-29,246,"['FWN', 'OSC']","['W', 'L']"
2022300507,2024-03-29,198,"['WES', 'MHU']","['W', 'L']"
2022300508,2024-03-29,213,"['RAP', 'MCC']","['W', 'L']"
2022300509,2024-03-29,242,"['AUS', 'IWA']","['W', 'L']"
2022300510,2024-03-29,242,"['STO', 'SXF']","['W', 'L']"
2022300511,2024-03-29,230,"['WCB', 'WIS']","['W', 'L']"
2022300512,2024-03-29,233,"['SLC', 'RGV']","['W', 'L']"
2022300513,2024-03-29,255,"['SCW', 'RCR']","['W', 'L']"
2022300514,2024-03-29,225,"['MXC', 'SBL']","['W', 'L']"
2022300515,2024-03-30,216,"['OKL', 'DEL']","['W', 'L']"
2022300516,2024-03-30,254,"['SCW', 'RCR']","['W', 'L']"
2022300517,2024-03-30,240,"['CPS', 'LIN']","['W', 'L']"
2022300518,2024-03-30,228,"['CCG', 'GRG']","['W', 'L']"
2022300519,2024-03-30,245,"['FWN', 'OSC']","['W', 'L']"
2022300520,2024-03-30,218,"['WES', 'MHU']","['L', 'W']"
2022300521,2024-03-30,230,"['BHM', 'CLC']","['W', 'L']"
2022300522,2024-03-30,239,"['AUS', 'IWA']","['W', 'L']"
2022300523,2024-03-30,193,"['SXF', 'STO']","['L', 'W']"
2022300524,2024-03-30,213,"['WIS', 'WCB']","['W', 'L']"
2022300525,2024-03-30,228,"['SBL', 'MXC']","['L', 'W']"
2022300526,2024-03-30,174,"['RGV', 'SLC']","['W', 'L']"
2022300527,2024-03-30,219,"['TEX', 'MNE']","['L', 'W']"
2032300001,2024-02-18,57,"['BIL', 'GIR']","['W', 'L']"
2032300002,2024-02-18,57,"['STR', 'EYL']","['L', 'W']"
2032300003,2024-02-18,51,"['BIL', 'EYL']","['L', 'W']"
2042300101,2024-04-02,224,"['DEL', 'FWN']","['W', 'L']"
2042300102,2024-04-02,238,"['CCG', 'LIN']","['L', 'W']"
2042300121,2024-04-02,251,"['OKL', 'RGV']","['W', 'L']"
2042300131,2024-04-02,224,"['SCW', 'SLC']","['W', 'L']"
2042300201,2024-04-05,232,"['LIN', 'OSC']","['W', 'L']"
2042300211,2024-04-04,231,"['DEL', 'MNE']","['L', 'W']"
2042300221,2024-04-04,221,"['STO', 'SCW']","['W', 'L']"
2042300231,2024-04-05,204,"['OKL', 'SXF']","['W', 'L']"
2042300301,2024-04-07,176,"['MNE', 'LIN']","['W', 'L']"
2042300311,2024-04-07,221,"['STO', 'OKL']","['L', 'W']"
2042300401,2024-04-09,192,"['OKL', 'MNE']","['L', 'W']"
2042300402,2024-04-11,188,"['OKL', 'MNE']","['W', 'L']"
2042300403,2024-04-15,217,"['OKL', 'MNE']","['W', 'L']"
2052300001,2023-11-10,264,"['MNE', 'CCG']","['L', 'W']"
2052300002,2023-11-10,225,"['CLC', 'WIS']","['W', 'L']"
2052300003,2023-11-10,238,"['WES', 'DEL']","['W', 'L']"
2052300004,2023-11-10,243,"['RAP', 'LIN']","['L', 'W']"
2052300005,2023-11-10,220,"['AUS', 'BHM']","['L', 'W']"
2052300006,2023-11-10,242,"['IWA', 'WCB']","['W', 'L']"
2052300007,2023-11-10,240,"['MHU', 'RGV']","['W', 'L']"
2052300008,2023-11-10,203,"['TEX', 'OKL']","['L', 'W']"
2052300009,2023-11-10,205,"['OSC', 'MXC']","['L', 'W']"
2052300010,2023-11-10,211,"['ONT', 'GLI']","['W', 'L']"
2052300011,2023-11-10,239,"['STO', 'SCW']","['L', 'W']"
2052300012,2023-11-10,238,"['RCR', 'SBL']","['W', 'L']"
2052300013,2023-11-11,174,"['LIN', 'GBO']","['W', 'L']"
2052300014,2023-11-11,183,"['WCB', 'IWA']","['W', 'L']"
2052300015,2023-11-11,251,"['RGV', 'MHU']","['W', 'L']"
2052300016,2023-11-11,243,"['FWN', 'SXF']","['W', 'L']"
2052300017,2023-11-11,224,"['RCR', 'SBL']","['W', 'L']"
2052300018,2023-11-11,224,"['TEX', 'OKL']","['W', 'L']"
2052300019,2023-11-11,191,"['GLI', 'ONT']","['L', 'W']"
2052300020,2023-11-11,244,"['SLC', 'SCW']","['L', 'W']"
2052300021,2023-11-12,219,"['CPS', 'RAP']","['W', 'L']"
2052300022,2023-11-12,211,"['GRG', 'MCC']","['L', 'W']"
2052300023,2023-11-12,232,"['WES', 'MNE']","['W', 'L']"
2052300024,2023-11-12,252,"['AUS', 'OSC']","['W', 'L']"
2052300025,2023-11-12,211,"['MXC', 'BHM']","['L', 'W']"
2052300026,2023-11-12,209,"['CLC', 'WIS']","['W', 'L']"
2052300027,2023-11-13,205,"['FWN', 'WCB']","['L', 'W']"
2052300028,2023-11-13,236,"['CCG', 'DEL']","['L', 'W']"
2052300029,2023-11-13,203,"['LIN', 'GBO']","['W', 'L']"
2052300030,2023-11-13,222,"['OKL', 'MHU']","['W', 'L']"
2052300031,2023-11-13,210,"['MXC', 'BHM']","['L', 'W']"
2052300032,2023-11-13,257,"['GLI', 'SLC']","['L', 'W']"
2052300033,2023-11-13,206,"['RCR', 'ONT']","['L', 'W']"
2052300034,2023-11-14,209,"['GRG', 'FWN']","['L', 'W']"
2052300035,2023-11-14,236,"['MCC', 'IWA']","['W', 'L']"
2052300036,2023-11-14,193,"['RAP', 'CPS']","['L', 'W']"
2052300037,2023-11-14,245,"['CLC', 'SXF']","['L', 'W']"
2052300038,2023-11-14,241,"['SLC', 'STO']","['L', 'W']"
2052300039,2023-11-15,207,"['WES', 'GBO']","['W', 'L']"
2052300040,2023-11-15,234,"['CCG', 'DEL']","['W', 'L']"
2052300041,2023-11-15,256,"['MHU', 'OKL']","['L', 'W']"
2052300042,2023-11-15,264,"['AUS', 'RGV']","['L', 'W']"
2052300043,2023-11-16,265,"['TEX', 'OSC']","['L', 'W']"
2052300044,2023-11-16,212,"['IWA', 'WIS']","['L', 'W']"
2052300045,2023-11-16,194,"['GRG', 'SXF']","['L', 'W']"
2052300046,2023-11-16,250,"['SLC', 'STO']","['W', 'L']"
2052300047,2023-11-17,190,"['GBO', 'RAP']","['W', 'L']"
2052300048,2023-11-17,221,"['MNE', 'LIN']","['W', 'L']"
2052300049,2023-11-17,241,"['MHU', 'OSC']","['L', 'W']"
2052300050,2023-11-17,224,"['RCR', 'SBL']","['L', 'W']"
2052300051,2023-11-17,233,"['GLI', 'SCW']","['L', 'W']"
2052300052,2023-11-18,239,"['DEL', 'WES']","['W', 'L']"
2052300053,2023-11-18,216,"['CPS', 'CCG']","['L', 'W']"
2052300054,2023-11-18,204,"['WCB', 'CLC']","['L', 'W']"
2052300055,2023-11-18,178,"['RCR', 'ONT']","['L', 'W']"
2052300056,2023-11-18,214,"['GRG', 'MCC']","['L', 'W']"
2052300057,2023-11-18,186,"['RAP', 'GBO']","['L', 'W']"
2052300058,2023-11-18,211,"['IWA', 'WIS']","['L', 'W']"
2052300059,2023-11-19,229,"['MNE', 'LIN']","['W', 'L']"
2052300060,2023-11-19,214,"['CCG', 'CPS']","['L', 'W']"
2052300061,2023-11-19,206,"['MHU', 'MXC']","['W', 'L']"
2052300062,2023-11-19,224,"['TEX', 'BHM']","['W', 'L']"
2052300063,2023-11-19,169,"['WCB', 'CLC']","['W', 'L']"
2052300064,2023-11-19,226,"['GLI', 'SCW']","['L', 'W']"
2052300065,2023-11-19,244,"['WIS', 'SXF']","['W', 'L']"
2052300066,2023-11-19,225,"['AUS', 'OKL']","['W', 'L']"
2052300067,2023-11-19,213,"['SBL', 'STO']","['L', 'W']"
2052300068,2023-11-20,226,"['WES', 'RAP']","['W', 'L']"
2052300069,2023-11-20,246,"['IWA', 'MCC']","['L', 'W']"
2052300070,2023-11-20,228,"['MHU', 'MXC']","['L', 'W']"
2052300071,2023-11-20,210,"['ONT', 'RCR']","['L', 'W']"
2052300072,2023-11-21,223,"['SXF', 'WIS']","['W', 'L']"
2052300073,2023-11-21,255,"['TEX', 'BHM']","['L', 'W']"
2052300074,2023-11-21,266,"['SLC', 'SCW']","['L', 'W']"
2052300075,2023-11-21,225,"['STO', 'SBL']","['L', 'W']"
2052300076,2023-11-22,224,"['MCC', 'FWN']","['L', 'W']"
2052300077,2023-11-22,207,"['CPS', 'DEL']","['W', 'L']"
2052300078,2023-11-22,207,"['GBO', 'MNE']","['L', 'W']"
2052300079,2023-11-22,215,"['LIN', 'WES']","['W', 'L']"
2052300080,2023-11-22,266,"['SXF', 'WCB']","['L', 'W']"
2052300081,2023-11-22,270,"['OSC', 'RGV']","['W', 'L']"
2052300082,2023-11-24,219,"['MNE', 'GBO']","['W', 'L']"
2052300083,2023-11-24,223,"['SLC', 'RCR']","['L', 'W']"
2052300084,2023-11-24,193,"['CLC', 'MCC']","['L', 'W']"
2052300085,2023-11-24,214,"['OKL', 'AUS']","['W', 'L']"
2052300086,2023-11-24,270,"['OSC', 'RGV']","['L', 'W']"
2052300087,2023-11-24,235,"['MXC', 'TEX']","['W', 'L']"
2052300088,2023-11-24,202,"['STO', 'ONT']","['L', 'W']"
2052300089,2023-11-25,216,"['CCG', 'RAP']","['W', 'L']"
2052300090,2023-11-25,200,"['DEL', 'CPS']","['W', 'L']"
2052300091,2023-11-25,208,"['FWN', 'GRG']","['W', 'L']"
2052300092,2023-11-25,209,"['WES', 'GBO']","['W', 'L']"
2052300093,2023-11-25,199,"['IWA', 'SXF']","['L', 'W']"
2052300094,2023-11-25,234,"['GLI', 'SBL']","['L', 'W']"
2052300095,2023-11-25,209,"['ONT', 'STO']","['L', 'W']"
2052300096,2023-11-25,230,"['RGV', 'OKL']","['W', 'L']"
2052300097,2023-11-25,201,"['MXC', 'TEX']","['W', 'L']"
2052300098,2023-11-26,241,"['BHM', 'MHU']","['L', 'W']"
2052300099,2023-11-26,189,"['IWA', 'SXF']","['W', 'L']"
2052300100,2023-11-26,239,"['AUS', 'OSC']","['L', 'W']"
2052300101,2023-11-26,191,"['RCR', 'SLC']","['L', 'W']"
2052300102,2023-11-26,276,"['SBL', 'GLI']","['W', 'L']"
2052300103,2023-11-27,222,"['ONT', 'SCW']","['W', 'L']"
2052300104,2023-11-27,194,"['CLC', 'GRG']","['W', 'L']"
2052300105,2023-11-27,236,"['CCG', 'RAP']","['W', 'L']"
2052300106,2023-11-28,228,"['WCB', 'FWN']","['L', 'W']"
2052300107,2023-11-28,272,"['MCC', 'SXF']","['L', 'W']"
2052300108,2023-11-28,231,"['AUS', 'MHU']","['W', 'L']"
2052300109,2023-11-28,237,"['OSC', 'OKL']","['W', 'L']"
2052300110,2023-11-28,237,"['RGV', 'TEX']","['W', 'L']"
2052300111,2023-11-29,205,"['GRG', 'CLC']","['L', 'W']"
2052300112,2023-11-29,185,"['GBO', 'CPS']","['L', 'W']"
2052300113,2023-11-29,223,"['LIN', 'DEL']","['L', 'W']"
2052300114,2023-11-29,195,"['MNE', 'WES']","['L', 'W']"
2052300115,2023-11-29,195,"['SLC', 'ONT']","['W', 'L']"
2052300116,2023-11-30,245,"['WIS', 'MCC']","['L', 'W']"
2052300117,2023-11-30,213,"['MHU', 'OSC']","['L', 'W']"
2052300118,2023-11-30,220,"['MXC', 'RGV']","['W', 'L']"
2052300119,2023-12-01,161,"['CPS', 'WES']","['L', 'W']"
2052300120,2023-12-01,239,"['RAP', 'MNE']","['W', 'L']"
2052300121,2023-12-01,222,"['SXF', 'CLC']","['W', 'L']"
2052300122,2023-12-01,253,"['MCC', 'WIS']","['L', 'W']"
2052300123,2023-12-01,244,"['BHM', 'AUS']","['L', 'W']"
2052300124,2023-12-01,214,"['RGV', 'MXC']","['W', 'L']"
2052300125,2023-12-01,261,"['SLC', 'SBL']","['L', 'W']"
2052300126,2023-12-01,193,"['RCR', 'SCW']","['L', 'W']"
2052300127,2023-12-01,213,"['STO', 'GLI']","['W', 'L']"
2052300128,2023-12-02,236,"['DEL', 'GBO']","['W', 'L']"
2052300129,2023-12-02,237,"['GRG', 'WCB']","['W', 'L']"
2052300130,2023-12-02,221,"['IWA', 'FWN']","['L', 'W']"
2052300131,2023-12-02,219,"['MHU', 'TEX']","['W', 'L']"
2052300132,2023-12-02,245,"['SBL', 'SLC']","['W', 'L']"
2052300133,2023-12-02,197,"['SCW', 'RCR']","['L', 'W']"
2052300134,2023-12-02,193,"['STO', 'GLI']","['L', 'W']"
2052300135,2023-12-03,182,"['CPS', 'WES']","['W', 'L']"
2052300136,2023-12-03,202,"['CCG', 'MNE']","['L', 'W']"
2052300137,2023-12-03,194,"['GRG', 'WCB']","['L', 'W']"
2052300138,2023-12-03,223,"['OKL', 'BHM']","['W', 'L']"
2052300139,2023-12-03,222,"['FWN', 'IWA']","['W', 'L']"
2052300140,2023-12-03,264,"['AUS', 'MXC']","['L', 'W']"
2052300141,2023-12-04,227,"['CPS', 'LIN']","['W', 'L']"
2052300142,2023-12-04,232,"['SBL', 'ONT']","['L', 'W']"
2052300143,2023-12-05,209,"['GBO', 'CCG']","['W', 'L']"
2052300144,2023-12-05,241,"['BHM', 'OKL']","['L', 'W']"
2052300145,2023-12-05,211,"['CLC', 'MCC']","['L', 'W']"
2052300146,2023-12-05,228,"['OSC', 'TEX']","['L', 'W']"
2052300147,2023-12-05,219,"['WIS', 'WCB']","['L', 'W']"
2052300148,2023-12-05,247,"['SXF', 'FWN']","['L', 'W']"
2052300149,2023-12-05,227,"['MXC', 'AUS']","['W', 'L']"
2052300150,2023-12-05,194,"['GLI', 'STO']","['W', 'L']"
2052300151,2023-12-05,228,"['ONT', 'SCW']","['W', 'L']"
2052300152,2023-12-06,230,"['RAP', 'WES']","['L', 'W']"
2052300153,2023-12-06,254,"['OKL', 'RGV']","['W', 'L']"
2052300154,2023-12-06,237,"['LIN', 'CPS']","['W', 'L']"
2052300155,2023-12-06,221,"['MNE', 'DEL']","['L', 'W']"
2052300156,2023-12-06,235,"['GRG', 'SXF']","['L', 'W']"
2052300157,2023-12-07,246,"['CCG', 'GBO']","['W', 'L']"
2052300158,2023-12-07,216,"['FWN', 'CLC']","['W', 'L']"
2052300159,2023-12-07,257,"['LIN', 'RAP']","['W', 'L']"
2052300160,2023-12-07,244,"['DEL', 'MNE']","['L', 'W']"
2052300161,2023-12-07,198,"['MHU', 'TEX']","['L', 'W']"
2052300162,2023-12-07,202,"['STO', 'RCR']","['L', 'W']"
2052300163,2023-12-07,235,"['ONT', 'SLC']","['L', 'W']"
2052300164,2023-12-08,199,"['RGV', 'BHM']","['L', 'W']"
2052300165,2023-12-08,249,"['OKL', 'OSC']","['L', 'W']"
2052300166,2023-12-08,228,"['IWA', 'GRG']","['W', 'L']"
2052300167,2023-12-08,271,"['GLI', 'SCW']","['L', 'W']"
2052300168,2023-12-09,258,"['GBO', 'DEL']","['L', 'W']"
2052300169,2023-12-09,212,"['WCB', 'WIS']","['W', 'L']"
2052300170,2023-12-09,203,"['RCR', 'STO']","['W', 'L']"
2052300171,2023-12-09,263,"['CLC', 'FWN']","['L', 'W']"
2052300172,2023-12-09,231,"['RGV', 'BHM']","['W', 'L']"
2052300173,2023-12-09,246,"['TEX', 'AUS']","['L', 'W']"
2052300174,2023-12-10,242,"['RAP', 'MNE']","['L', 'W']"
2052300175,2023-12-10,217,"['WES', 'LIN']","['W', 'L']"
2052300176,2023-12-10,225,"['IWA', 'GRG']","['L', 'W']"
2052300177,2023-12-10,226,"['AUS', 'TEX']","['L', 'W']"
2052300178,2023-12-10,207,"['OKL', 'MXC']","['L', 'W']"
2052300179,2023-12-10,215,"['SLC', 'SCW']","['W', 'L']"
2052300180,2023-12-10,228,"['MCC', 'WCB']","['W', 'L']"
2052300181,2023-12-10,253,"['SBL', 'ONT']","['W', 'L']"
2052300182,2023-12-11,211,"['FWN', 'WIS']","['W', 'L']"
2052300183,2023-12-11,201,"['MHU', 'BHM']","['L', 'W']"
2052300184,2023-12-12,216,"['SXF', 'MCC']","['W', 'L']"
2052300185,2023-12-12,244,"['TEX', 'RGV']","['L', 'W']"
2052300186,2023-12-12,214,"['RCR', 'GLI']","['L', 'W']"
2052300187,2023-12-12,212,"['LIN', 'CCG']","['W', 'L']"
2052300188,2023-12-12,226,"['DEL', 'RAP']","['L', 'W']"
2052300189,2023-12-12,256,"['SCW', 'SBL']","['W', 'L']"
2052300190,2023-12-12,218,"['SLC', 'STO']","['W', 'L']"
2052300191,2023-12-13,234,"['OSC', 'BHM']","['L', 'W']"
2052300192,2023-12-13,212,"['WIS', 'FWN']","['L', 'W']"
2052300193,2023-12-13,187,"['CPS', 'GBO']","['W', 'L']"
2052300194,2023-12-13,216,"['LIN', 'CCG']","['L', 'W']"
2052300195,2023-12-13,229,"['MXC', 'OKL']","['L', 'W']"
2052300196,2023-12-14,245,"['DEL', 'RAP']","['W', 'L']"
2052300197,2023-12-14,233,"['IWA', 'CLC']","['W', 'L']"
2052300198,2023-12-14,215,"['GLI', 'RCR']","['W', 'L']"
2052300199,2023-12-14,242,"['SCW', 'SBL']","['W', 'L']"
2052300200,2023-12-15,269,"['MCC', 'FWN']","['L', 'W']"
2052300201,2023-12-15,229,"['WES', 'CCG']","['W', 'L']"
2052300202,2023-12-15,186,"['MNE', 'CPS']","['W', 'L']"
