GAME_ID,GAME_DATE,TEAM,OPPONENT,WON,TOTAL_POINTS,AVG_PTS_LAST_5,WINS_LAST_5
12300015,2023-10-10,ATL,CLE,1,215,,
12300028,2023-10-12,ATL,MEM,1,205,,
12300035,2023-10-14,ATL,NOP,1,215,,
12300044,2023-10-16,ATL,IND,0,228,,
12300068,2023-10-20,ATL,PHI,0,226,,
22300063,2023-10-25,ATL,CHA,0,226,217.8,3.0
22300079,2023-10-27,ATL,NYK,0,246,220.0,2.0
22300097,2023-10-29,ATL,MIL,1,237,228.2,1.0
22300104,2023-10-30,ATL,MIN,1,240,232.6,1.0
22300117,2023-11-01,ATL,WAS,1,251,235.0,2.0
22300135,2023-11-04,ATL,NOP,1,228,240.0,3.0
22300155,2023-11-06,ATL,OKC,0,243,240.4,4.0
22300172,2023-11-09,ATL,ORL,1,239,239.8,4.0
22300175,2023-11-11,ATL,MIA,0,226,240.2,4.0
22300018,2023-11-14,ATL,DET,1,246,237.4,3.0
22300193,2023-11-15,ATL,NYK,0,230,236.4,3.0
22300029,2023-11-17,ATL,PHI,0,242,236.8,2.0
22300039,2023-11-21,ATL,IND,0,309,236.6,2.0
22300227,2023-11-22,ATL,BKN,1,292,250.6,1.0
22300241,2023-11-25,ATL,WAS,1,244,263.8,2.0
22300246,2023-11-26,ATL,BOS,0,216,263.4,2.0
22300055,2023-11-28,ATL,CLE,0,233,260.6,2.0
22300272,2023-11-30,ATL,SAS,1,272,258.8,2.0
22300286,2023-12-02,ATL,MIL,0,253,251.4,3.0
22301209,2023-12-06,ATL,BKN,0,227,243.6,2.0
22301218,2023-12-08,ATL,PHI,0,239,240.2,1.0
22300296,2023-12-11,ATL,DEN,0,251,244.8,1.0
22300313,2023-12-13,ATL,TOR,0,263,248.4,1.0
22300330,2023-12-15,ATL,TOR,1,229,246.6,0.0
22300336,2023-12-16,ATL,CLE,0,246,241.8,1.0
22300352,2023-12-18,ATL,DET,1,254,245.6,1.0
22300371,2023-12-20,ATL,HOU,1,261,248.6,2.0
22300384,2023-12-22,ATL,MIA,0,235,250.6,3.0
22300393,2023-12-23,ATL,MEM,0,244,245.0,3.0
22300408,2023-12-26,ATL,CHI,0,231,248.0,2.0
22300431,2023-12-29,ATL,SAC,0,227,245.0,2.0
22300445,2023-12-31,ATL,WAS,1,256,239.6,1.0
22300467,2024-01-03,ATL,OKC,1,279,238.6,1.0
22300480,2024-01-05,ATL,IND,0,266,247.4,2.0
22300499,2024-01-07,ATL,ORL,0,227,251.8,2.0
22300521,2024-01-10,ATL,PHI,1,271,251.0,2.0
22300533,2024-01-12,ATL,IND,0,234,259.8,3.0
22300543,2024-01-13,ATL,WAS,0,226,255.4,2.0
22300559,2024-01-15,ATL,SAS,1,208,244.8,1.0
22300570,2024-01-17,ATL,ORL,1,210,233.2,2.0
22300587,2024-01-19,ATL,MIA,1,217,229.8,3.0
22300595,2024-01-20,ATL,CLE,0,211,219.0,3.0
22300613,2024-01-22,ATL,SAC,0,229,214.4,3.0
22300626,2024-01-24,ATL,GSW,0,246,215.0,3.0
22300634,2024-01-26,ATL,DAL,0,291,222.6,2.0
22300653,2024-01-28,ATL,TOR,1,251,238.8,1.0
22300669,2024-01-30,ATL,LAL,1,260,245.6,1.0
22300690,2024-02-02,ATL,PHX,1,249,255.4,2.0
22300699,2024-02-03,ATL,GSW,1,275,259.4,3.0
22300716,2024-02-05,ATL,LAC,0,293,265.2,4.0
22300729,2024-02-07,ATL,BOS,0,242,265.6,4.0
22300742,2024-02-09,ATL,PHI,1,248,263.8,3.0
22300754,2024-02-10,ATL,HOU,1,235,261.4,3.0
22300763,2024-02-12,ATL,CHI,0,262,258.6,3.0
22300777,2024-02-14,ATL,CHA,0,221,256.0,2.0
22300804,2024-02-23,ATL,TOR,0,244,241.6,2.0
22300821,2024-02-25,ATL,ORL,1,201,242.0,2.0
22300835,2024-02-27,ATL,UTA,1,221,232.6,2.0
22300851,2024-02-29,ATL,BKN,0,221,229.8,2.0
22300866,2024-03-02,ATL,BKN,0,216,221.6,2.0
22300889,2024-03-05,ATL,NYK,1,216,220.6,2.0
22300895,2024-03-06,ATL,CLE,1,213,215.0,3.0
22300913,2024-03-08,ATL,MEM,1,191,217.4,3.0
22300925,2024-03-10,ATL,NOP,0,219,211.4,3.0
22300953,2024-03-13,ATL,POR,0,208,211.0,3.0
22300966,2024-03-15,ATL,UTA,0,246,209.4,3.0
22300982,2024-03-17,ATL,LAC,1,203,215.4,2.0
22300990,2024-03-18,ATL,LAL,0,241,213.4,2.0
22301010,2024-03-21,ATL,PHX,0,243,223.4,1.0
22301021,2024-03-23,ATL,CHA,1,223,228.2,1.0
22301034,2024-03-25,ATL,BOS,1,238,231.2,2.0
22301051,2024-03-27,ATL,POR,1,226,229.6,3.0
22301060,2024-03-28,ATL,BOS,1,245,234.2,3.0
22301076,2024-03-30,ATL,MIL,0,235,235.0,4.0
22301091,2024-04-01,ATL,CHI,1,214,233.4,4.0
22301104,2024-04-03,ATL,DET,1,234,231.6,4.0
22301124,2024-04-04,ATL,DAL,0,204,230.8,4.0
22301130,2024-04-06,ATL,DEN,0,252,226.4,3.0
22301147,2024-04-09,ATL,MIA,0,228,227.8,2.0
22301159,2024-04-10,ATL,CHA,0,229,226.4,2.0
22301178,2024-04-12,ATL,MIN,0,215,229.4,1.0
22301188,2024-04-14,ATL,IND,0,272,225.6,0.0
52300111,2024-04-17,ATL,CHI,0,247,239.2,0.0
401705088,2025-01-10,ATL,PHX,0,0,238.2,0.0
401705122,2025-01-15,ATL,PHX,0,0,192.6,0.0
401705129,2025-01-16,ATL,CHI,0,0,146.8,0.0
401705153,2025-01-19,ATL,BOS,0,0,103.8,0.0
401705168,2025-01-20,ATL,NY,0,0,49.4,0.0
401705178,2025-01-23,ATL,DET,0,0,0.0,0.0
401705189,2025-01-24,ATL,TOR,0,0,0.0,0.0
401705205,2025-01-26,ATL,TOR,0,0,0.0,0.0
401705222,2025-01-28,ATL,MIN,0,0,0.0,0.0
401748705,2025-01-29,ATL,HOU,0,0,0.0,0.0
401705241,2025-01-31,ATL,CLE,0,0,0.0,0.0
401705252,2025-02-01,ATL,IND,0,0,0.0,0.0
401705267,2025-02-04,ATL,DET,0,0,0.0,0.0
401705285,2025-02-06,ATL,SA,0,0,0.0,0.0
401705302,2025-02-08,ATL,MIL,0,0,0.0,0.0
401705310,2025-02-09,ATL,WSH,0,0,0.0,0.0
401705322,2025-02-11,ATL,ORL,0,0,0.0,0.0
401705339,2025-02-13,ATL,NY,0,0,0.0,0.0
401705356,2025-02-21,ATL,ORL,0,0,0.0,0.0
401705380,2025-02-23,ATL,DET,0,0,0.0,0.0
401705391,2025-02-25,ATL,MIA,0,0,0.0,0.0
401705407,2025-02-27,ATL,MIA,0,0,0.0,0.0
401705417,2025-03-01,ATL,OKC,0,0,0.0,0.0
401705444,2025-03-04,ATL,MEM,0,0,0.0,0.0
401705450,2025-03-05,ATL,MIL,0,0,0.0,0.0
401705465,2025-03-07,ATL,IND,0,0,0.0,0.0
401705480,2025-03-09,ATL,IND,0,0,0.0,0.0
401705494,2025-03-10,ATL,PHI,0,0,0.0,0.0
401705511,2025-03-12,ATL,CHA,0,0,0.0,0.0
401705526,2025-03-14,ATL,LAC,0,0,0.0,0.0
401705544,2025-03-16,ATL,BKN,0,0,0.0,0.0
401705559,2025-03-18,ATL,CHA,0,0,0.0,0.0
401705591,2025-03-22,ATL,GS,0,0,0.0,0.0
401705597,2025-03-23,ATL,PHI,0,0,0.0,0.0
401705615,2025-03-26,ATL,HOU,0,0,0.0,0.0
401705628,2025-03-27,ATL,MIA,0,0,0.0,0.0
401705649,2025-03-30,ATL,MIL,0,0,0.0,0.0
401705663,2025-04-01,ATL,POR,0,0,0.0,0.0
401705675,2025-04-03,ATL,DAL,0,0,0.0,0.0
2052300005,2023-11-10,AUS,BHM,0,220,,
2052300024,2023-11-12,AUS,OSC,1,252,,
2052300042,2023-11-15,AUS,RGV,0,264,,
2052300066,2023-11-19,AUS,OKL,1,225,,
2052300085,2023-11-24,AUS,OKL,0,214,,
2052300100,2023-11-26,AUS,OSC,0,239,235.0,2.0
2052300108,2023-11-28,AUS,MHU,1,231,238.8,2.0
2052300123,2023-12-01,AUS,BHM,1,244,234.6,2.0
2052300140,2023-12-03,AUS,MXC,0,264,230.6,3.0
2052300149,2023-12-05,AUS,MXC,0,227,238.4,2.0
2052300173,2023-12-09,AUS,TEX,1,246,241.0,2.0
2052300177,2023-12-10,AUS,TEX,0,226,242.4,3.0
2052300205,2023-12-15,AUS,MHU,0,233,241.4,2.0
2052300216,2023-12-17,AUS,RGV,1,253,239.2,1.0
2052300219,2023-12-19,AUS,MNE,1,237,237.0,2.0
2052300230,2023-12-20,AUS,LIN,1,214,239.0,3.0
2022300011,2023-12-28,AUS,SBL,1,235,232.6,3.0
2022300044,2024-01-02,AUS,ONT,1,222,234.4,4.0
2022300052,2024-01-04,AUS,ONT,1,209,232.2,5.0
2022300072,2024-01-07,AUS,GLI,1,194,223.4,5.0
2022300082,2024-01-09,AUS,GLI,1,209,214.8,5.0
2022300096,2024-01-12,AUS,SXF,0,238,213.8,5.0
2022300106,2024-01-13,AUS,SXF,0,247,214.4,4.0
2022300124,2024-01-15,AUS,MXC,0,238,219.4,3.0
2022300139,2024-01-18,AUS,MHU,0,229,225.2,2.0
2022300149,2024-01-20,AUS,MHU,0,225,232.2,1.0
2022300161,2024-01-22,AUS,SLC,1,213,235.4,0.0
2022300180,2024-01-25,AUS,SCW,0,248,230.4,1.0
2022300211,2024-01-31,AUS,TEX,0,224,230.6,1.0
2022300221,2024-02-02,AUS,STO,1,238,227.8,1.0
2022300226,2024-02-03,AUS,STO,1,208,229.6,2.0
2022300248,2024-02-07,AUS,GBO,1,190,226.2,3.0
2022300259,2024-02-09,AUS,DEL,0,248,221.6,3.0
2022300268,2024-02-10,AUS,DEL,1,215,221.6,3.0
2022300292,2024-02-14,AUS,RGV,1,226,219.8,4.0
2022300304,2024-02-23,AUS,OKL,0,221,217.4,4.0
2022300327,2024-02-26,AUS,OKL,0,232,220.0,3.0
2022300341,2024-02-29,AUS,SBL,1,257,228.4,2.0
2022300379,2024-03-06,AUS,SCW,0,195,230.2,3.0
2022300398,2024-03-10,AUS,WCB,1,215,226.2,2.0
2022300423,2024-03-14,AUS,TEX,1,228,224.0,2.0
2022300441,2024-03-16,AUS,CCG,1,215,225.4,3.0
2022300444,2024-03-17,AUS,CCG,1,232,222.0,4.0
2022300455,2024-03-19,AUS,RGV,0,200,217.0,4.0
2022300462,2024-03-21,AUS,MXC,0,245,218.0,4.0
2022300474,2024-03-23,AUS,RCR,1,213,224.0,3.0
2022300484,2024-03-24,AUS,RCR,1,216,221.0,3.0
2022300492,2024-03-26,AUS,SLC,0,221,221.2,3.0
2022300509,2024-03-29,AUS,IWA,1,242,219.0,2.0
2022300522,2024-03-30,AUS,IWA,1,239,227.4,3.0
2052300005,2023-11-10,BHM,AUS,1,220,,
2052300025,2023-11-12,BHM,MXC,1,211,,
2052300031,2023-11-13,BHM,MXC,1,210,,
2052300062,2023-11-19,BHM,TEX,0,224,,
2052300073,2023-11-21,BHM,TEX,1,255,,
2052300098,2023-11-26,BHM,MHU,0,241,224.0,4.0
2052300123,2023-12-01,BHM,AUS,0,244,228.2,3.0
2052300138,2023-12-03,BHM,OKL,0,223,234.8,2.0
2052300144,2023-12-05,BHM,OKL,0,241,237.4,1.0
2052300164,2023-12-08,BHM,RGV,1,199,240.8,1.0
2052300172,2023-12-09,BHM,RGV,0,231,229.6,1.0
2052300183,2023-12-11,BHM,MHU,1,201,227.6,1.0
2052300191,2023-12-13,BHM,OSC,1,234,219.0,2.0
2052300203,2023-12-15,BHM,OSC,1,241,221.2,3.0
2052300222,2023-12-19,BHM,RCR,1,225,221.2,4.0
2052300239,2023-12-21,BHM,STO,1,219,226.4,4.0
2022300018,2023-12-29,BHM,FWN,0,241,224.0,5.0
2022300032,2023-12-31,BHM,FWN,0,259,232.0,4.0
2022300041,2024-01-02,BHM,GRG,1,260,237.0,3.0
2022300045,2024-01-03,BHM,GRG,0,252,240.8,3.0
2022300056,2024-01-05,BHM,SXF,0,237,246.2,2.0
2022300094,2024-01-11,BHM,MHU,1,233,249.8,1.0
2022300105,2024-01-13,BHM,RAP,0,210,248.2,2.0
2022300115,2024-01-15,BHM,RAP,1,213,238.4,2.0
2022300140,2024-01-18,BHM,IWA,1,259,229.0,2.0
2022300150,2024-01-20,BHM,CLC,1,231,230.4,3.0
2022300160,2024-01-22,BHM,WIS,1,232,229.2,4.0
2022300175,2024-01-24,BHM,WIS,0,227,229.0,4.0
2022300196,2024-01-28,BHM,WCB,1,257,232.4,4.0
2022300205,2024-01-30,BHM,WCB,0,221,241.2,4.0
2022300213,2024-02-01,BHM,CPS,0,240,233.6,3.0
2022300227,2024-02-03,BHM,MCC,0,237,235.4,2.0
2022300235,2024-02-04,BHM,MCC,0,248,236.4,1.0
2022300256,2024-02-08,BHM,WES,1,246,240.6,1.0
2022300261,2024-02-09,BHM,WES,0,267,238.4,1.0
2022300295,2024-02-15,BHM,CPS,0,204,247.6,1.0
2022300302,2024-02-22,BHM,MNE,1,252,240.4,1.0
2022300308,2024-02-23,BHM,MNE,1,197,243.4,2.0
2022300322,2024-02-25,BHM,MHU,1,236,233.2,3.0
2022300348,2024-03-01,BHM,CCG,0,245,231.2,3.0
2022300361,2024-03-03,BHM,CCG,1,239,226.8,3.0
2022300389,2024-03-08,BHM,GBO,1,206,233.8,4.0
2022300399,2024-03-10,BHM,LIN,0,227,224.6,4.0
2022300408,2024-03-12,BHM,LIN,0,258,230.6,3.0
2022300427,2024-03-15,BHM,DEL,0,258,235.0,2.0
2022300435,2024-03-16,BHM,DEL,1,226,237.6,2.0
2022300453,2024-03-19,BHM,OSC,0,260,235.0,2.0
2022300463,2024-03-21,BHM,OSC,0,301,245.8,1.0
2022300496,2024-03-27,BHM,OKL,0,214,260.6,1.0
2022300521,2024-03-30,BHM,CLC,1,230,251.8,1.0
2032300001,2024-02-18,BIL,GIR,1,57,,
2032300003,2024-02-18,BIL,EYL,0,51,,
12300012,2023-10-09,BKN,LAL,0,255,,
12300029,2023-10-12,BKN,MRA,1,238,,
12300046,2023-10-16,BKN,PHI,0,246,,
12300056,2023-10-18,BKN,MIA,1,211,,
22300067,2023-10-25,BKN,CLE,0,227,,
22300084,2023-10-27,BKN,DAL,0,245,235.4,2.0
22300101,2023-10-30,BKN,CHA,1,254,233.4,2.0
22300119,2023-11-01,BKN,MIA,1,214,236.6,2.0
22300004,2023-11-03,BKN,CHI,1,216,230.2,3.0
22300136,2023-11-04,BKN,BOS,0,238,231.2,3.0
22300149,2023-11-06,BKN,MIL,0,254,233.4,3.0
22300160,2023-11-08,BKN,LAC,1,193,235.2,3.0
22300010,2023-11-10,BKN,BOS,0,228,223.0,3.0
22300178,2023-11-12,BKN,WAS,1,196,225.8,2.0
22300020,2023-11-14,BKN,ORL,1,228,221.8,2.0
22300200,2023-11-16,BKN,MIA,0,237,219.8,3.0
22300208,2023-11-19,BKN,PHI,0,220,216.4,3.0
22300227,2023-11-22,BKN,ATL,0,292,221.8,2.0
22300240,2023-11-25,BKN,MIA,1,209,234.6,2.0
22300250,2023-11-26,BKN,CHI,1,227,237.2,2.0
22300054,2023-11-28,BKN,TOR,1,218,237.0,2.0
22300266,2023-11-30,BKN,CHA,0,257,233.2,3.0
22300282,2023-12-02,BKN,ORL,1,230,240.6,3.0
22301209,2023-12-06,BKN,ATL,1,227,228.2,4.0
22301219,2023-12-08,BKN,WAS,1,221,231.8,4.0
22300303,2023-12-11,BKN,SAC,0,249,230.6,4.0
22300317,2023-12-13,BKN,PHX,1,228,236.8,3.0
22300322,2023-12-14,BKN,DEN,0,225,231.0,4.0
22300339,2023-12-16,BKN,GSW,0,244,230.0,3.0
22300357,2023-12-18,BKN,UTA,0,233,233.4,2.0
22300368,2023-12-20,BKN,NYK,0,223,235.8,1.0
22300383,2023-12-22,BKN,DEN,0,239,230.6,1.0
22300394,2023-12-23,BKN,DET,1,241,232.8,0.0
22300406,2023-12-26,BKN,DET,1,230,236.0,1.0
22300417,2023-12-27,BKN,MIL,0,266,233.2,2.0
22300430,2023-12-29,BKN,WAS,0,214,239.8,2.0
22300447,2023-12-31,BKN,OKC,0,232,238.0,2.0
22300461,2024-01-02,BKN,NOP,0,197,236.6,2.0
22300469,2024-01-03,BKN,HOU,0,213,227.8,1.0
22300481,2024-01-05,BKN,OKC,1,239,224.4,0.0
22300498,2024-01-07,BKN,POR,0,261,219.0,1.0
22300527,2024-01-11,BKN,CLE,0,213,228.4,1.0
22300562,2024-01-15,BKN,MIA,0,191,224.6,1.0
22300578,2024-01-17,BKN,POR,0,208,223.4,1.0
22300591,2024-01-19,BKN,LAL,1,242,222.4,1.0
22300600,2024-01-21,BKN,LAC,0,239,223.0,1.0
22300615,2024-01-23,BKN,NYK,0,211,218.6,1.0
22300629,2024-01-25,BKN,MIN,0,190,218.2,1.0
22300645,2024-01-27,BKN,HOU,1,210,218.0,1.0
22300660,2024-01-29,BKN,UTA,1,261,218.4,2.0
22300677,2024-01-31,BKN,PHX,0,256,222.2,2.0
22300698,2024-02-03,BKN,PHI,1,257,225.6,2.0
22300717,2024-02-05,BKN,GSW,0,207,234.8,3.0
22300720,2024-02-06,BKN,DAL,0,226,238.2,3.0
22300735,2024-02-08,BKN,CLE,0,213,241.4,2.0
22300750,2024-02-10,BKN,SAS,1,226,231.8,1.0
22300771,2024-02-13,BKN,BOS,0,228,225.8,2.0
22300780,2024-02-14,BKN,BOS,0,222,220.0,1.0
22300795,2024-02-22,BKN,TOR,0,214,223.0,1.0
22300815,2024-02-24,BKN,MIN,0,187,220.6,1.0
22300830,2024-02-26,BKN,MEM,1,197,215.4,1.0
22300833,2024-02-27,BKN,ORL,0,189,209.6,1.0
22300851,2024-02-29,BKN,ATL,1,221,201.8,1.0
22300866,2024-03-02,BKN,ATL,1,216,201.6,2.0
22300879,2024-03-04,BKN,MEM,0,208,202.0,3.0
22300887,2024-03-05,BKN,PHI,1,219,206.2,3.0
22300902,2024-03-07,BKN,DET,0,230,210.6,3.0
22300918,2024-03-09,BKN,CHA,0,209,218.8,3.0
22300930,2024-03-10,BKN,CLE,1,221,216.4,2.0
22300947,2024-03-13,BKN,ORL,0,220,217.4,2.0
22300968,2024-03-16,BKN,IND,0,221,219.8,2.0
22300981,2024-03-17,BKN,SAS,0,237,220.2,1.0
22300993,2024-03-19,BKN,NOP,0,195,221.6,1.0
22301007,2024-03-21,BKN,MIL,0,223,218.8,1.0
22301019,2024-03-23,BKN,NYK,0,198,219.2,0.0
22301036,2024-03-25,BKN,TOR,1,184,214.8,0.0
22301050,2024-03-27,BKN,WAS,1,241,207.4,1.0
22301066,2024-03-29,BKN,CHI,1,233,208.2,2.0
22301078,2024-03-31,BKN,LAL,0,220,215.8,3.0
22301089,2024-04-01,BKN,IND,0,244,215.2,3.0
22301106,2024-04-03,BKN,IND,1,226,224.4,3.0
22301128,2024-04-06,BKN,DET,1,216,232.8,3.0
22301141,2024-04-07,BKN,SAC,0,184,227.8,3.0
22301160,2024-04-10,BKN,TOR,1,208,218.0,2.0
22301175,2024-04-12,BKN,NYK,0,218,215.6,3.0
22301192,2024-04-14,BKN,PHI,0,193,210.4,3.0
401705079,2025-01-09,BKN,DET,0,0,203.8,2.0
401705097,2025-01-11,BKN,DEN,0,0,160.6,1.0
401705112,2025-01-13,BKN,UTAH,0,0,123.8,1.0
401705126,2025-01-15,BKN,POR,0,0,82.2,0.0
401705137,2025-01-16,BKN,LAC,0,0,38.6,0.0
401705151,2025-01-18,BKN,LAL,0,0,0.0,0.0
401705161,2025-01-20,BKN,OKC,0,0,0.0,0.0
401705172,2025-01-22,BKN,NY,0,0,0.0,0.0
401705179,2025-01-23,BKN,PHX,0,0,0.0,0.0
401705202,2025-01-25,BKN,MIA,0,0,0.0,0.0
401705217,2025-01-28,BKN,SAC,0,0,0.0,0.0
401705229,2025-01-30,BKN,CHA,0,0,0.0,0.0
401705255,2025-02-02,BKN,HOU,0,0,0.0,0.0
401705277,2025-02-05,BKN,HOU,0,0,0.0,0.0
401705286,2025-02-06,BKN,WSH,0,0,0.0,0.0
401705303,2025-02-08,BKN,MIA,0,0,0.0,0.0
401705324,2025-02-11,BKN,CHA,0,0,0.0,0.0
401705338,2025-02-13,BKN,PHI,0,0,0.0,0.0
401705357,2025-02-21,BKN,CLE,0,0,0.0,0.0
401705373,2025-02-23,BKN,PHI,0,0,0.0,0.0
401705390,2025-02-25,BKN,WSH,0,0,0.0,0.0
401705406,2025-02-27,BKN,OKC,0,0,0.0,0.0
401705419,2025-03-01,BKN,POR,0,0,0.0,0.0
401705427,2025-03-02,BKN,DET,0,0,0.0,0.0
401705454,2025-03-05,BKN,SA,0,0,0.0,0.0
401705467,2025-03-07,BKN,GS,0,0,0.0,0.0
401705478,2025-03-08,BKN,CHA,0,0,0.0,0.0
401705496,2025-03-10,BKN,LAL,0,0,0.0,0.0
401705506,2025-03-11,BKN,CLE,0,0,0.0,0.0
401705522,2025-03-14,BKN,CHI,0,0,0.0,0.0
401705534,2025-03-15,BKN,BOS,0,0,0.0,0.0
401705544,2025-03-16,BKN,ATL,0,0,0.0,0.0
401705560,2025-03-18,BKN,BOS,0,0,0.0,0.0
401705577,2025-03-20,BKN,IND,0,0,0.0,0.0
401705590,2025-03-22,BKN,IND,0,0,0.0,0.0
401705606,2025-03-24,BKN,DAL,0,0,0.0,0.0
401705620,2025-03-26,BKN,TOR,0,0,0.0,0.0
401705634,2025-03-28,BKN,LAC,0,0,0.0,0.0
401705641,2025-03-29,BKN,WSH,0,0,0.0,0.0
401705661,2025-04-01,BKN,DAL,0,0,0.0,0.0
401705679,2025-04-03,BKN,MIN,0,0,0.0,0.0
12300006,2023-10-08,BOS,PHI,1,220,,
12300010,2023-10-09,BOS,NYK,0,221,,
12300023,2023-10-11,BOS,PHI,1,213,,
12300051,2023-10-17,BOS,NYK,1,233,,
12300060,2023-10-19,BOS,CHA,1,226,,
22300065,2023-10-25,BOS,NYK,1,212,222.6,4.0
22300080,2023-10-27,BOS,MIA,1,230,221.0,4.0
22300103,2023-10-30,BOS,WAS,1,233,222.8,5.0
22300118,2023-11-01,BOS,IND,1,259,226.8,5.0
22300136,2023-11-04,BOS,BKN,1,238,232.0,5.0
22300154,2023-11-06,BOS,MIN,0,223,234.4,5.0
22300159,2023-11-08,BOS,PHI,0,209,236.6,4.0
22300010,2023-11-10,BOS,BKN,1,228,232.4,3.0
22300174,2023-11-11,BOS,TOR,1,211,231.4,3.0
22300188,2023-11-13,BOS,NYK,1,212,221.8,3.0
22300194,2023-11-15,BOS,PHI,1,224,216.6,3.0
22300031,2023-11-17,BOS,TOR,1,213,216.8,4.0
22300213,2023-11-19,BOS,MEM,1,202,217.6,5.0
22300217,2023-11-20,BOS,CHA,0,239,212.4,5.0
22300228,2023-11-22,BOS,MIL,1,235,218.0,4.0
22300043,2023-11-24,BOS,ORL,0,209,222.6,4.0
22300246,2023-11-26,BOS,ATL,1,216,219.6,3.0
22300053,2023-11-28,BOS,CHI,1,221,220.2,3.0
22300275,2023-12-01,BOS,PHI,1,244,224.0,3.0
22301202,2023-12-04,BOS,IND,0,234,225.0,4.0
22301227,2023-12-08,BOS,NYK,1,256,224.8,3.0
22300305,2023-12-12,BOS,CLE,1,233,234.2,4.0
22300319,2023-12-14,BOS,CLE,1,223,237.6,4.0
22300329,2023-12-15,BOS,ORL,1,239,238.0,4.0
22300344,2023-12-17,BOS,ORL,1,211,237.0,4.0
22300362,2023-12-19,BOS,GSW,0,258,232.4,5.0
22300373,2023-12-20,BOS,SAC,1,263,232.8,4.0
22300389,2023-12-23,BOS,LAC,1,253,238.8,4.0
22300403,2023-12-25,BOS,LAL,1,241,244.8,4.0
22300421,2023-12-28,BOS,DET,1,250,245.2,4.0
22300432,2023-12-29,BOS,TOR,1,238,253.0,4.0
22300448,2023-12-31,BOS,SAS,1,235,249.0,5.0
22300462,2024-01-02,BOS,OKC,0,250,243.4,5.0
22300479,2024-01-05,BOS,UTA,1,223,242.8,4.0
22300493,2024-01-06,BOS,IND,1,219,239.2,4.0
22300507,2024-01-08,BOS,IND,0,264,233.0,4.0
22300517,2024-01-10,BOS,MIN,1,247,238.2,3.0
22300528,2024-01-11,BOS,MIL,0,237,240.6,3.0
22300542,2024-01-13,BOS,HOU,1,258,238.0,3.0
22300563,2024-01-15,BOS,TOR,1,201,245.0,3.0
22300571,2024-01-17,BOS,SAS,1,215,241.4,3.0
22300586,2024-01-19,BOS,DEN,0,202,231.6,4.0
22300603,2024-01-21,BOS,HOU,1,223,222.6,3.0
22300611,2024-01-22,BOS,DAL,1,229,219.8,4.0
22300630,2024-01-25,BOS,MIA,1,253,214.0,4.0
22300646,2024-01-27,BOS,LAC,0,211,224.4,4.0
22300659,2024-01-29,BOS,NOP,1,230,223.6,3.0
22300670,2024-01-30,BOS,IND,1,253,229.2,4.0
22300684,2024-02-01,BOS,LAL,0,219,235.2,4.0
22300706,2024-02-04,BOS,MEM,1,222,233.2,3.0
22300729,2024-02-07,BOS,ATL,1,242,227.0,3.0
22300743,2024-02-09,BOS,WAS,1,262,233.2,4.0
22300759,2024-02-11,BOS,MIA,1,216,239.6,4.0
22300771,2024-02-13,BOS,BKN,1,228,232.2,4.0
22300780,2024-02-14,BOS,BKN,1,222,234.0,5.0
22300797,2024-02-22,BOS,CHI,1,241,234.0,5.0
22300816,2024-02-24,BOS,NYK,1,218,233.8,5.0
22300836,2024-02-27,BOS,PHI,1,216,225.0,5.0
22300859,2024-03-01,BOS,DAL,1,248,225.0,5.0
22300872,2024-03-03,BOS,GSW,1,228,229.0,5.0
22300886,2024-03-05,BOS,CLE,0,209,230.2,5.0
22300906,2024-03-07,BOS,DEN,0,224,223.8,4.0
22300920,2024-03-09,BOS,PHX,1,224,225.0,3.0
22300938,2024-03-11,BOS,POR,1,220,226.6,3.0
22300943,2024-03-12,BOS,UTA,1,230,221.0,3.0
22300955,2024-03-14,BOS,PHX,1,239,221.4,3.0
22300980,2024-03-17,BOS,WAS,1,234,227.4,4.0
22300984,2024-03-18,BOS,DET,1,213,229.4,5.0
22300998,2024-03-20,BOS,MIL,1,241,227.2,5.0
22301011,2024-03-22,BOS,DET,1,231,231.4,5.0
22301023,2024-03-23,BOS,CHI,1,237,231.6,5.0
22301034,2024-03-25,BOS,ATL,0,238,231.2,5.0
22301060,2024-03-28,BOS,ATL,0,245,232.0,4.0
22301074,2024-03-30,BOS,NOP,1,196,238.4,3.0
22301087,2024-04-01,BOS,CHA,1,222,229.4,3.0
22301105,2024-04-03,BOS,OKC,1,235,227.6,3.0
22301118,2024-04-05,BOS,SAC,1,201,227.2,3.0
22301134,2024-04-07,BOS,POR,1,231,219.8,4.0
22301148,2024-04-09,BOS,MIL,0,195,217.0,5.0
22301167,2024-04-11,BOS,NYK,0,227,216.8,4.0
22301173,2024-04-12,BOS,CHA,1,229,217.8,3.0
22301186,2024-04-14,BOS,WAS,1,254,216.6,3.0
42300101,2024-04-21,BOS,MIA,1,208,227.2,3.0
42300102,2024-04-24,BOS,MIA,0,212,222.6,3.0
42300103,2024-04-27,BOS,MIA,1,188,226.0,3.0
42300104,2024-04-29,BOS,MIA,1,190,218.2,4.0
42300105,2024-05-01,BOS,MIA,1,202,210.4,4.0
42300201,2024-05-07,BOS,CLE,1,215,200.0,4.0
42300202,2024-05-09,BOS,CLE,0,212,201.4,4.0
42300203,2024-05-11,BOS,CLE,1,199,201.4,4.0
42300204,2024-05-13,BOS,CLE,1,211,203.6,4.0
42300205,2024-05-15,BOS,CLE,1,211,207.8,4.0
